iter,minutes,agent_steps,sps,episodes,ep_len_s,draw_rate,hits_per_ep,pool_win,pool_loss,entropy,pg_loss,v_loss,kl,clipfrac,rule_win,rule_loss,rule_dodge,random_win,random_loss,random_dodge,lateral,strafer_win,strafer_loss,strafer_dodge
577,20.503,75628544,104453,64,13.41,0.031,7.22,1.0,0.0,2.906,-0.0022,0.0986,0.0052,0.05,,,,,,,,,,
578,20.522,75759616,113154,43,18.31,0.093,7.58,0.933,0.067,2.912,-0.0019,0.087,0.0044,0.041,,,,,,,,,,
579,20.542,75890688,109124,70,18.37,0.071,7.44,1.0,0.0,2.888,-0.0018,0.1228,0.0037,0.032,,,,,,,,,,
580,20.573,76021760,72010,99,12.87,0.051,6.57,1.0,0.0,2.893,-0.0018,0.1038,0.0042,0.037,,,,,,,,,,
581,20.593,76152832,108972,39,23.07,0.179,7.46,1.0,0.0,2.856,-0.0016,0.083,0.0037,0.035,,,,,,,,,,
582,20.613,76283904,106239,35,21.69,0.114,7.63,0.4,0.6,2.831,-0.0019,0.082,0.0038,0.031,,,,,,,,,,
583,20.641,76414976,77372,34,23.95,0.088,7.88,1.0,0.0,2.844,-0.0017,0.0782,0.0044,0.039,,,,,,,,,,
584,20.661,76546048,110638,64,17.24,0.031,7.53,0.941,0.059,2.866,-0.0016,0.0923,0.0034,0.032,,,,,,,,,,
585,20.955,76677120,110184,61,16.48,0.033,7.07,1.0,0.0,2.866,-0.002,0.0828,0.0042,0.037,0.99,0.0,0.637,0.995,0.0,0.98,0.751,0.935,0.005,0.868
586,20.974,76808192,114304,72,17.03,0.042,6.92,1.0,0.0,2.849,-0.0023,0.0999,0.0045,0.042,,,,,,,,,,
587,20.994,76939264,111213,50,22.91,0.14,7.66,1.0,0.0,2.879,-0.002,0.0866,0.0044,0.04,,,,,,,,,,
588,21.016,77070336,98970,39,21.52,0.128,7.95,0.75,0.25,2.861,-0.0019,0.0777,0.0042,0.041,,,,,,,,,,
589,21.036,77201408,111720,47,22.87,0.128,8.06,0.875,0.125,2.855,-0.0021,0.1084,0.0043,0.038,,,,,,,,,,
590,21.056,77332480,109637,53,22.88,0.113,7.47,1.0,0.0,2.87,-0.0017,0.0964,0.0034,0.033,,,,,,,,,,
591,21.074,77463552,115820,76,19.86,0.053,7.45,0.974,0.026,2.894,-0.0018,0.1074,0.0033,0.031,,,,,,,,,,
592,21.094,77594624,111974,71,18.3,0.07,7.39,1.0,0.0,2.887,-0.0015,0.0928,0.004,0.034,,,,,,,,,,
593,21.113,77725696,115605,65,15.55,0.062,6.68,1.0,0.0,2.873,-0.0016,0.0826,0.004,0.038,,,,,,,,,,
594,21.132,77856768,115147,34,22.41,0.206,7.15,1.0,0.0,2.862,-0.0019,0.0619,0.0052,0.048,,,,,,,,,,
595,21.156,77987840,91153,38,19.11,0.053,7.61,1.0,0.0,2.855,-0.0018,0.0618,0.0039,0.036,,,,,,,,,,
596,21.188,78118912,68658,41,23.57,0.049,7.71,1.0,0.0,2.881,-0.0016,0.0718,0.0039,0.031,,,,,,,,,,
597,21.221,78249984,66456,92,16.89,0.054,7.04,1.0,0.0,2.877,-0.0018,0.0965,0.0039,0.037,,,,,,,,,,
598,21.252,78381056,68647,66,15.35,0.015,7.06,1.0,0.0,2.879,-0.0017,0.0645,0.004,0.032,,,,,,,,,,
599,21.272,78512128,112565,28,24.39,0.143,7.36,1.0,0.0,2.876,-0.0019,0.0533,0.0042,0.032,,,,,,,,,,
600,21.513,78643200,111562,94,15.67,0.085,6.65,1.0,0.0,2.857,-0.0014,0.1055,0.0037,0.033,0.985,0.005,0.575,1.0,0.0,1.0,0.692,0.91,0.005,0.906
601,21.532,78774272,112837,76,16.61,0.118,6.79,1.0,0.0,2.869,-0.0014,0.0775,0.0036,0.034,,,,,,,,,,
602,21.551,78905344,113846,45,24.01,0.111,7.76,0.9,0.1,2.873,-0.002,0.0885,0.004,0.036,,,,,,,,,,
603,21.57,79036416,114610,58,13.9,0.052,6.5,1.0,0.0,2.858,-0.0017,0.0811,0.0037,0.027,,,,,,,,,,
604,21.59,79167488,108850,83,13.3,0.06,6.51,1.0,0.0,2.85,-0.002,0.0856,0.0036,0.037,,,,,,,,,,
605,21.61,79298560,109316,46,24.87,0.217,7.65,1.0,0.0,2.864,-0.0019,0.0704,0.0048,0.043,,,,,,,,,,
606,21.63,79429632,111040,38,22.93,0.105,7.24,1.0,0.0,2.872,-0.0018,0.0706,0.0039,0.035,,,,,,,,,,
607,21.656,79560704,85397,38,24.3,0.132,7.13,1.0,0.0,2.85,-0.0018,0.0629,0.0041,0.041,,,,,,,,,,
608,21.674,79691776,117727,107,16.28,0.056,6.86,1.0,0.0,2.86,-0.0019,0.1133,0.0038,0.033,,,,,,,,,,
609,21.693,79822848,116776,41,19.59,0.098,7.05,1.0,0.0,2.88,-0.0019,0.0594,0.0041,0.035,,,,,,,,,,
610,21.711,79953920,118033,40,21.77,0.1,7.3,1.0,0.0,2.866,-0.0016,0.0556,0.004,0.035,,,,,,,,,,
611,21.73,80084992,115085,40,24.94,0.25,7.2,1.0,0.0,2.855,-0.002,0.0698,0.0042,0.037,,,,,,,,,,
612,21.754,80216064,92715,102,15.39,0.098,6.49,1.0,0.0,2.854,-0.0016,0.0899,0.0035,0.03,,,,,,,,,,
613,21.786,80347136,67425,48,18.47,0.104,7.04,1.0,0.0,2.846,-0.0017,0.0631,0.004,0.034,,,,,,,,,,
614,21.819,80478208,67258,61,16.09,0.082,6.59,1.0,0.0,2.824,-0.0016,0.079,0.0042,0.033,,,,,,,,,,
615,22.095,80609280,87725,73,12.91,0.041,6.37,1.0,0.0,2.862,-0.0018,0.0627,0.0043,0.04,0.995,0.005,0.576,0.99,0.0,1.0,0.691,0.925,0.0,0.895
616,22.117,80740352,99232,34,29.02,0.265,6.56,1.0,0.0,2.842,-0.0018,0.0511,0.004,0.03,,,,,,,,,,
617,22.136,80871424,118092,65,13.82,0.077,6.4,1.0,0.0,2.841,-0.0018,0.0693,0.0038,0.032,,,,,,,,,,
618,22.154,81002496,118763,54,19.28,0.148,6.39,1.0,0.0,2.846,-0.0018,0.0514,0.0038,0.033,,,,,,,,,,
619,22.173,81133568,117945,37,23.31,0.243,6.49,1.0,0.0,2.833,-0.0017,0.0492,0.004,0.032,,,,,,,,,,
620,22.195,81264640,99493,51,18.88,0.098,6.63,1.0,0.0,2.843,-0.0019,0.0655,0.0037,0.032,,,,,,,,,,
621,22.213,81395712,119942,77,15.79,0.117,6.17,1.0,0.0,2.838,-0.0017,0.0544,0.0039,0.033,,,,,,,,,,
622,22.238,81526784,86098,38,18.53,0.158,6.0,1.0,0.0,2.833,-0.0021,0.0457,0.0044,0.04,,,,,,,,,,
623,22.257,81657856,118729,43,25.27,0.279,6.28,1.0,0.0,2.835,-0.0019,0.0474,0.0043,0.038,,,,,,,,,,
624,22.276,81788928,115623,78,14.82,0.103,6.19,0.982,0.018,2.825,-0.0017,0.067,0.0042,0.032,,,,,,,,,,
625,22.294,81920000,119553,42,26.94,0.238,6.4,1.0,0.0,2.819,-0.0019,0.0487,0.0038,0.028,,,,,,,,,,
626,22.313,82051072,117301,45,22.33,0.178,6.82,1.0,0.0,2.801,-0.0021,0.0615,0.0044,0.043,,,,,,,,,,
627,22.334,82182144,102960,73,16.91,0.055,6.7,1.0,0.0,2.811,-0.0017,0.0754,0.0038,0.032,,,,,,,,,,
628,22.366,82313216,67792,76,17.69,0.145,6.41,1.0,0.0,2.819,-0.0014,0.061,0.0037,0.025,,,,,,,,,,
629,22.386,82444288,110788,63,19.05,0.143,6.51,0.967,0.033,2.798,-0.0022,0.0703,0.0035,0.031,,,,,,,,,,
630,22.605,82575360,67501,86,17.65,0.105,6.81,1.0,0.0,2.791,-0.0017,0.0976,0.0039,0.034,0.925,0.0,0.544,1.0,0.0,0.989,0.708,0.975,0.0,0.867
631,22.625,82706432,109906,77,15.2,0.13,6.51,0.979,0.021,2.785,-0.002,0.0703,0.0039,0.036,,,,,,,,,,
632,22.65,82837504,86003,49,23.18,0.204,6.8,0.941,0.059,2.753,-0.0017,0.0787,0.0039,0.029,,,,,,,,,,
633,22.677,82968576,82310,66,16.88,0.152,6.74,1.0,0.0,2.745,-0.0017,0.0748,0.0036,0.031,,,,,,,,,,
634,22.708,83099648,69218,71,15.28,0.113,7.04,1.0,0.0,2.759,-0.0015,0.084,0.0036,0.028,,,,,,,,,,
635,22.726,83230720,120804,56,21.67,0.196,7.39,0.889,0.111,2.772,-0.0019,0.0839,0.0039,0.032,,,,,,,,,,
636,22.744,83361792,120875,56,20.3,0.196,6.77,0.96,0.04,2.763,-0.0019,0.0649,0.0042,0.035,,,,,,,,,,
637,22.763,83492864,116858,80,18.16,0.125,6.8,1.0,0.0,2.766,-0.0019,0.0717,0.0042,0.037,,,,,,,,,,
638,22.781,83623936,119469,67,14.51,0.06,6.84,1.0,0.0,2.749,-0.0014,0.0629,0.0036,0.03,,,,,,,,,,
639,22.8,83755008,119772,40,19.59,0.15,7.28,1.0,0.0,2.737,-0.0019,0.0539,0.0043,0.041,,,,,,,,,,
640,22.818,83886080,118733,62,20.5,0.177,6.85,0.962,0.038,2.735,-0.0016,0.0804,0.0041,0.035,,,,,,,,,,
641,22.837,84017152,116711,62,16.08,0.032,7.24,0.968,0.032,2.732,-0.0016,0.0759,0.0036,0.029,,,,,,,,,,
642,22.855,84148224,120006,58,19.03,0.138,7.12,0.964,0.036,2.741,-0.0017,0.0667,0.0044,0.039,,,,,,,,,,
643,22.873,84279296,120265,34,20.07,0.088,7.35,0.933,0.0,2.732,-0.0017,0.0572,0.0036,0.031,,,,,,,,,,
644,22.891,84410368,119484,67,17.94,0.06,7.19,1.0,0.0,2.725,-0.0013,0.0739,0.0031,0.028,,,,,,,,,,
645,23.139,84541440,104591,83,14.36,0.06,6.61,1.0,0.0,2.787,-0.0011,0.0703,0.0038,0.029,0.945,0.005,0.507,1.0,0.0,0.956,0.649,0.99,0.0,0.871
646,23.157,84672512,119944,58,17.81,0.121,7.14,1.0,0.0,2.774,-0.002,0.0754,0.0038,0.033,,,,,,,,,,
647,23.178,84803584,105590,70,17.21,0.086,7.21,1.0,0.0,2.78,-0.0015,0.0636,0.0036,0.027,,,,,,,,,,
648,23.211,84934656,66121,41,18.72,0.098,7.49,1.0,0.0,2.773,-0.0015,0.0642,0.0037,0.028,,,,,,,,,,
649,23.244,85065728,66492,51,17.29,0.059,7.82,0.889,0.111,2.799,-0.0014,0.0794,0.0042,0.036,,,,,,,,,,
650,23.276,85196800,66504,45,20.22,0.067,7.71,0.786,0.214,2.794,-0.0019,0.0594,0.0039,0.033,,,,,,,,,,
651,23.308,85327872,68835,56,19.48,0.196,7.23,0.97,0.03,2.804,-0.0018,0.0462,0.0038,0.031,,,,,,,,,,
652,23.328,85458944,111133,42,21.46,0.238,6.93,0.826,0.174,2.784,-0.0014,0.0462,0.0035,0.027,,,,,,,,,,
653,23.347,85590016,112225,34,24.84,0.206,7.06,1.0,0.0,2.793,-0.002,0.0483,0.0042,0.035,,,,,,,,,,
654,23.367,85721088,113226,53,19.09,0.094,7.45,0.964,0.036,2.784,-0.0017,0.0591,0.0042,0.037,,,,,,,,,,
655,23.387,85852160,110738,58,18.25,0.121,7.16,0.969,0.031,2.791,-0.0018,0.0491,0.0037,0.031,,,,,,,,,,
656,23.407,85983232,109139,61,23.0,0.164,7.16,1.0,0.0,2.78,-0.002,0.0745,0.0037,0.033,,,,,,,,,,
657,23.426,86114304,109658,76,17.48,0.092,7.12,1.0,0.0,2.756,-0.0014,0.0811,0.0037,0.037,,,,,,,,,,
658,23.446,86245376,109686,70,18.36,0.171,7.41,0.941,0.029,2.773,-0.0019,0.0733,0.0039,0.034,,,,,,,,,,
659,23.465,86376448,117359,49,26.85,0.204,7.08,0.7,0.2,2.761,-0.0018,0.0698,0.0048,0.042,,,,,,,,,,
660,23.697,86507520,114511,34,21.54,0.147,7.56,0.7,0.3,2.783,-0.0016,0.0574,0.0041,0.032,0.91,0.005,0.527,1.0,0.0,0.939,0.673,0.995,0.0,0.724
661,23.72,86638592,94212,63,18.13,0.127,7.32,1.0,0.0,2.794,-0.0019,0.0651,0.0048,0.036,,,,,,,,,,
662,23.74,86769664,110045,60,22.01,0.283,6.8,0.879,0.121,2.822,-0.0015,0.0512,0.0035,0.026,,,,,,,,,,
663,23.76,86900736,110100,46,21.17,0.239,6.52,0.962,0.038,2.822,-0.0016,0.0524,0.0038,0.032,,,,,,,,,,
664,23.788,87031808,77127,68,17.54,0.132,7.0,1.0,0.0,2.813,-0.0016,0.0654,0.0032,0.031,,,,,,,,,,
665,23.807,87162880,117969,50,19.33,0.12,7.1,1.0,0.0,2.826,-0.0016,0.051,0.0038,0.031,,,,,,,,,,
666,23.826,87293952,113715,43,20.69,0.256,6.63,1.0,0.0,2.842,-0.0016,0.0364,0.004,0.034,,,,,,,,,,
667,23.845,87425024,115753,50,20.29,0.18,7.24,0.926,0.074,2.851,-0.002,0.0418,0.0046,0.038,,,,,,,,,,
668,23.876,87556096,69081,39,26.74,0.282,7.05,1.0,0.0,2.867,-0.0022,0.0601,0.0044,0.038,,,,,,,,,,
669,23.899,87687168,97605,49,19.41,0.143,7.02,0.889,0.074,2.832,-0.0019,0.0568,0.0041,0.036,,,,,,,,,,
670,23.919,87818240,109002,67,19.4,0.119,7.19,0.974,0.026,2.842,-0.0017,0.0811,0.0046,0.044,,,,,,,,,,
671,23.951,87949312,67176,63,19.46,0.175,6.76,0.935,0.065,2.846,-0.0015,0.0607,0.0037,0.03,,,,,,,,,,
672,23.982,88080384,70474,46,18.46,0.043,7.59,0.958,0.042,2.824,-0.0021,0.0534,0.0039,0.037,,,,,,,,,,
673,24.001,88211456,114674,42,18.43,0.071,7.45,1.0,0.0,2.842,-0.0015,0.0593,0.0043,0.035,,,,,,,,,,
674,24.021,88342528,110650,36,25.72,0.222,6.67,1.0,0.0,2.824,-0.0019,0.0649,0.0041,0.032,,,,,,,,,,
675,24.15,88473600,111216,73,17.71,0.137,6.96,1.0,0.0,2.83,-0.0023,0.0521,0.0044,0.037,0.98,0.0,0.578,1.0,0.0,0.991,0.701,0.99,0.005,0.723
676,24.172,88604672,102697,53,23.04,0.208,6.92,0.917,0.083,2.836,-0.0016,0.0693,0.0041,0.033,,,,,,,,,,
677,24.199,88735744,79662,63,24.9,0.206,7.43,0.957,0.043,2.813,-0.0018,0.0858,0.0045,0.037,,,,,,,,,,
678,24.232,88866816,66138,72,17.79,0.083,7.38,0.972,0.028,2.792,-0.0017,0.0825,0.0039,0.036,,,,,,,,,,
679,24.261,88997888,74865,78,19.12,0.128,7.4,0.974,0.026,2.79,-0.0019,0.0902,0.0034,0.036,,,,,,,,,,
680,24.281,89128960,110195,64,21.53,0.203,7.2,1.0,0.0,2.775,-0.0014,0.074,0.0037,0.027,,,,,,,,,,
681,24.299,89260032,121175,71,15.92,0.127,6.92,1.0,0.0,2.777,-0.0017,0.0689,0.0039,0.029,,,,,,,,,,
682,24.318,89391104,118067,56,19.79,0.161,7.16,1.0,0.0,2.776,-0.0018,0.0715,0.0045,0.037,,,,,,,,,,
683,24.336,89522176,119153,59,19.57,0.153,7.68,0.882,0.059,2.76,-0.002,0.0864,0.0036,0.03,,,,,,,,,,
684,24.355,89653248,118110,46,16.4,0.087,7.54,0.941,0.059,2.78,-0.0017,0.0641,0.004,0.035,,,,,,,,,,
685,24.373,89784320,115470,38,24.93,0.263,7.18,0.769,0.231,2.792,-0.0018,0.0556,0.0038,0.033,,,,,,,,,,
686,24.392,89915392,117080,57,19.71,0.07,7.79,0.895,0.105,2.798,-0.0018,0.0701,0.0035,0.031,,,,,,,,,,
687,24.411,90046464,114716,49,20.77,0.102,8.02,0.905,0.095,2.789,-0.002,0.0704,0.0041,0.035,,,,,,,,,,
688,24.429,90177536,119763,54,20.82,0.167,7.65,0.933,0.067,2.775,-0.0014,0.0766,0.0032,0.028,,,,,,,,,,
689,24.448,90308608,119971,37,25.85,0.216,7.27,0.909,0.091,2.774,-0.0013,0.0781,0.004,0.033,,,,,,,,,,
690,24.584,90439680,110842,47,19.68,0.085,7.79,0.947,0.053,2.761,-0.002,0.0582,0.0039,0.033,0.995,0.0,0.568,1.0,0.0,0.925,0.672,1.0,0.0,0.733
691,24.603,90570752,118126,57,21.93,0.105,7.81,0.95,0.05,2.745,-0.0017,0.0734,0.0037,0.029,,,,,,,,,,
692,24.621,90701824,117418,83,19.69,0.096,7.88,0.925,0.05,2.752,-0.0016,0.1046,0.0036,0.027,,,,,,,,,,
693,24.641,90832896,110563,57,19.85,0.105,8.05,0.818,0.182,2.767,-0.0018,0.0866,0.0045,0.038,,,,,,,,,,
694,24.66,90963968,117051,43,24.65,0.186,7.42,0.8,0.2,2.774,-0.002,0.0719,0.0042,0.039,,,,,,,,,,
695,24.678,91095040,117610,39,21.45,0.154,7.28,0.857,0.143,2.786,-0.0015,0.0642,0.0041,0.037,,,,,,,,,,
696,24.697,91226112,119896,39,18.34,0.077,7.9,0.947,0.053,2.793,-0.0016,0.0674,0.0035,0.029,,,,,,,,,,
697,24.716,91357184,114747,62,15.71,0.081,7.69,0.905,0.095,2.805,-0.0017,0.0693,0.004,0.031,,,,,,,,,,
698,24.735,91488256,114219,51,22.78,0.059,8.04,0.929,0.071,2.826,-0.002,0.0858,0.0043,0.043,,,,,,,,,,
699,24.753,91619328,118102,54,20.44,0.148,7.87,0.944,0.056,2.816,-0.0019,0.0922,0.0047,0.041,,,,,,,,,,
700,24.774,91750400,105614,69,16.72,0.087,7.59,0.944,0.056,2.815,-0.0017,0.1008,0.0038,0.036,,,,,,,,,,
701,24.807,91881472,66446,64,21.54,0.156,7.61,0.882,0.118,2.847,-0.0016,0.0899,0.0036,0.027,,,,,,,,,,
702,24.839,92012544,67952,39,24.72,0.256,7.21,0.778,0.111,2.873,-0.0018,0.0574,0.004,0.031,,,,,,,,,,
703,24.869,92143616,72273,36,21.9,0.222,7.64,0.9,0.1,2.862,-0.0021,0.0691,0.0047,0.04,,,,,,,,,,
704,24.888,92274688,117082,52,23.18,0.212,7.48,0.786,0.214,2.833,-0.0016,0.0845,0.0037,0.03,,,,,,,,,,
705,25.077,92405760,120780,35,21.92,0.2,7.94,0.571,0.429,2.83,-0.0024,0.0764,0.0045,0.038,0.97,0.015,0.558,0.995,0.0,0.916,0.676,0.995,0.005,0.721
706,25.101,92536832,89316,43,25.98,0.209,7.33,0.75,0.25,2.829,-0.002,0.0695,0.0039,0.036,,,,,,,,,,
707,25.134,92667904,67050,47,22.85,0.149,8.0,0.941,0.059,2.844,-0.002,0.0735,0.004,0.037,,,,,,,,,,
708,25.154,92798976,108144,61,21.07,0.115,7.75,0.97,0.03,2.849,-0.0017,0.0746,0.0043,0.032,,,,,,,,,,
709,25.173,92930048,118389,54,26.26,0.259,7.61,0.95,0.05,2.863,-0.0019,0.0646,0.0043,0.038,,,,,,,,,,
710,25.191,93061120,120992,45,17.99,0.089,7.51,0.913,0.087,2.83,-0.0018,0.0726,0.0042,0.035,,,,,,,,,,
711,25.21,93192192,110972,64,18.08,0.047,7.97,0.875,0.125,2.84,-0.0021,0.0958,0.0041,0.035,,,,,,,,,,
712,25.23,93323264,110976,45,20.22,0.133,7.67,1.0,0.0,2.826,-0.0015,0.0727,0.004,0.031,,,,,,,,,,
713,25.25,93454336,111308,46,24.97,0.304,7.13,1.0,0.0,2.842,-0.0019,0.0635,0.0041,0.033,,,,,,,,,,
714,25.282,93585408,68075,56,20.96,0.125,7.82,1.0,0.0,2.851,-0.0016,0.0914,0.0037,0.031,,,,,,,,,,
715,25.303,93716480,101575,56,24.13,0.232,7.25,0.842,0.158,2.87,-0.002,0.0744,0.0043,0.038,,,,,,,,,,
716,25.322,93847552,116582,43,25.39,0.163,7.72,1.0,0.0,2.867,-0.0014,0.0677,0.0035,0.033,,,,,,,,,,
717,25.341,93978624,115872,42,23.02,0.071,7.74,0.9,0.1,2.861,-0.0015,0.0823,0.004,0.034,,,,,,,,,,
718,25.36,94109696,114791,45,21.05,0.067,8.0,0.833,0.167,2.858,-0.0019,0.0747,0.0042,0.033,,,,,,,,,,
719,25.39,94240768,73796,38,23.71,0.237,7.45,0.909,0.091,2.876,-0.002,0.0429,0.0043,0.039,,,,,,,,,,
720,25.617,94371840,67176,35,24.86,0.086,7.83,0.9,0.0,2.857,-0.0016,0.0749,0.0039,0.03,0.97,0.01,0.554,0.995,0.0,0.912,0.647,0.99,0.0,0.727
721,25.636,94502912,115890,51,22.91,0.176,7.53,1.0,0.0,2.857,-0.0019,0.0695,0.004,0.032,,,,,,,,,,
722,25.656,94633984,105099,47,27.64,0.255,7.26,0.833,0.167,2.878,-0.0019,0.0698,0.0045,0.043,,,,,,,,,,
723,25.678,94765056,101811,34,26.63,0.206,7.56,1.0,0.0,2.903,-0.0017,0.0622,0.004,0.036,,,,,,,,,,
724,25.71,94896128,66997,23,26.82,0.217,7.43,1.0,0.0,2.89,-0.0018,0.0466,0.0046,0.046,,,,,,,,,,
725,25.731,95027200,106232,33,26.16,0.182,7.61,0.846,0.154,2.893,-0.0021,0.0502,0.0045,0.04,,,,,,,,,,
726,25.758,95158272,82119,41,25.33,0.22,7.29,1.0,0.0,2.91,-0.0017,0.0605,0.0049,0.042,,,,,,,,,,
727,25.777,95289344,111755,38,29.18,0.263,7.21,0.625,0.375,2.913,-0.0019,0.0637,0.0042,0.035,,,,,,,,,,
728,25.796,95420416,118589,35,25.48,0.143,7.91,0.8,0.2,2.909,-0.0017,0.0689,0.0038,0.039,,,,,,,,,,
729,25.815,95551488,112826,44,25.84,0.114,7.68,1.0,0.0,2.928,-0.0017,0.0602,0.0042,0.042,,,,,,,,,,
730,25.838,95682560,96577,32,25.13,0.25,7.25,0.778,0.111,2.937,-0.0022,0.0551,0.0036,0.035,,,,,,,,,,
731,25.858,95813632,108925,36,28.52,0.222,7.19,0.769,0.231,2.957,-0.0019,0.047,0.0037,0.036,,,,,,,,,,
732,25.878,95944704,108147,31,27.7,0.258,7.0,0.909,0.0,2.94,-0.0019,0.0453,0.004,0.035,,,,,,,,,,
733,25.898,96075776,109049,35,26.33,0.314,6.91,0.833,0.167,2.929,-0.0022,0.0436,0.0049,0.042,,,,,,,,,,
734,25.916,96206848,119096,47,29.19,0.255,7.36,0.5,0.5,2.937,-0.002,0.0691,0.0048,0.04,,,,,,,,,,
735,26.128,96337920,116155,49,30.19,0.245,7.33,0.5,0.333,2.93,-0.0021,0.0785,0.004,0.033,0.98,0.0,0.553,0.955,0.0,0.949,0.654,0.995,0.0,0.726
736,26.147,96468992,109504,32,34.3,0.375,6.88,0.75,0.125,2.928,-0.002,0.0551,0.004,0.034,,,,,,,,,,
737,26.166,96600064,118322,50,28.38,0.26,7.38,0.882,0.118,2.919,-0.0019,0.061,0.0043,0.036,,,,,,,,,,
738,26.185,96731136,114196,43,25.93,0.233,7.21,1.0,0.0,2.926,-0.002,0.0628,0.0046,0.048,,,,,,,,,,
739,26.212,96862208,82453,36,28.31,0.25,6.69,1.0,0.0,2.918,-0.0019,0.0668,0.0048,0.043,,,,,,,,,,
740,26.23,96993280,116575,47,25.47,0.128,7.85,0.7,0.3,2.915,-0.0021,0.0928,0.0045,0.039,,,,,,,,,,
741,26.259,97124352,76246,42,29.84,0.31,6.71,0.7,0.2,2.901,-0.0022,0.0552,0.0037,0.03,,,,,,,,,,
742,26.292,97255424,66820,50,26.59,0.26,7.4,0.429,0.429,2.895,-0.0022,0.0785,0.0035,0.032,,,,,,,,,,
743,26.325,97386496,66540,69,25.33,0.232,7.64,1.0,0.0,2.906,-0.0018,0.0931,0.0044,0.038,,,,,,,,,,
744,26.348,97517568,93874,75,22.92,0.133,8.01,0.643,0.357,2.907,-0.0019,0.1507,0.0037,0.033,,,,,,,,,,
745,26.366,97648640,116965,64,22.65,0.156,7.89,0.714,0.286,2.905,-0.0019,0.1246,0.0041,0.037,,,,,,,,,,
746,26.385,97779712,120321,56,17.63,0.054,8.36,0.929,0.071,2.887,-0.0018,0.1122,0.0045,0.044,,,,,,,,,,
747,26.403,97910784,119644,62,19.27,0.097,7.9,0.909,0.091,2.887,-0.0016,0.1268,0.0036,0.029,,,,,,,,,,
748,26.421,98041856,119657,49,20.54,0.102,8.1,0.917,0.083,2.918,-0.0018,0.0891,0.0036,0.036,,,,,,,,,,
749,26.439,98172928,120884,34,21.32,0.059,8.0,0.6,0.4,2.924,-0.0019,0.0849,0.0042,0.041,,,,,,,,,,
750,26.647,98304000,120259,37,19.9,0.135,7.78,0.6,0.4,2.901,-0.0016,0.0818,0.0038,0.034,0.99,0.0,0.596,1.0,0.0,0.952,0.682,0.985,0.005,0.733
751,26.665,98435072,121310,55,20.93,0.109,8.13,0.636,0.273,2.902,-0.0021,0.0951,0.0045,0.046,,,,,,,,,,
752,26.684,98566144,118348,36,23.73,0.194,7.53,0.667,0.083,2.882,-0.0019,0.0718,0.004,0.034,,,,,,,,,,
753,26.703,98697216,116033,49,19.63,0.061,8.16,0.75,0.125,2.892,-0.0019,0.1043,0.0045,0.039,,,,,,,,,,
754,26.726,98828288,93637,36,19.3,0.028,8.25,0.857,0.143,2.894,-0.002,0.0864,0.0042,0.041,,,,,,,,,,
755,26.745,98959360,117673,40,25.15,0.225,7.78,0.833,0.0,2.917,-0.0018,0.0692,0.0036,0.028,,,,,,,,,,
756,26.763,99090432,120084,45,22.64,0.067,8.24,0.889,0.0,2.895,-0.002,0.0837,0.0032,0.035,,,,,,,,,,
757,26.793,99221504,71553,54,24.61,0.13,7.8,0.769,0.077,2.895,-0.0019,0.0928,0.0045,0.037,,,,,,,,,,
758,26.812,99352576,118119,46,24.57,0.196,7.87,0.5,0.1,2.857,-0.0018,0.0872,0.0038,0.031,,,,,,,,,,
759,26.83,99483648,117706,66,24.28,0.136,8.18,0.765,0.118,2.854,-0.002,0.1211,0.0038,0.035,,,,,,,,,,
760,26.849,99614720,118882,56,18.88,0.018,8.59,0.579,0.421,2.856,-0.0021,0.1243,0.0041,0.042,,,,,,,,,,
761,26.868,99745792,113544,64,18.89,0.078,8.17,0.556,0.444,2.871,-0.0022,0.1271,0.004,0.034,,,,,,,,,,
762,26.9,99876864,68179,61,22.21,0.115,7.92,0.769,0.231,2.871,-0.0019,0.1266,0.0039,0.032,,,,,,,,,,
763,26.919,100007936,112630,67,20.07,0.075,8.27,0.8,0.133,2.879,-0.002,0.1317,0.0039,0.036,,,,,,,,,,
764,26.95,100139008,71195,52,21.01,0.077,8.12,0.909,0.091,2.877,-0.0017,0.1156,0.0035,0.031,,,,,,,,,,
765,27.15,100270080,118637,63,19.12,0.095,8.21,0.786,0.214,2.904,-0.0017,0.108,0.0043,0.036,0.98,0.0,0.607,1.0,0.0,0.831,0.666,0.98,0.0,0.76
766,27.17,100401152,113305,42,22.88,0.167,7.86,0.75,0.25,2.925,-0.0019,0.0765,0.0035,0.036,,,,,,,,,,
767,27.2,100532224,71759,56,23.56,0.125,7.71,0.955,0.045,2.935,-0.0022,0.0832,0.0039,0.038,,,,,,,,,,
768,27.233,100663296,67385,42,21.34,0.143,8.02,0.667,0.222,2.921,-0.0019,0.0855,0.0042,0.039,,,,,,,,,,
769,27.257,100794368,91118,47,20.38,0.085,7.94,0.895,0.105,2.934,-0.002,0.0714,0.0042,0.037,,,,,,,,,,
770,27.287,100925440,72087,44,17.97,0.045,8.0,0.933,0.067,2.923,-0.0017,0.0796,0.0038,0.032,,,,,,,,,,
771,27.305,101056512,119510,49,19.72,0.102,8.16,0.75,0.167,2.925,-0.002,0.0953,0.0044,0.041,,,,,,,,,,
772,27.324,101187584,118356,79,18.88,0.063,7.99,0.889,0.111,2.942,-0.0016,0.1289,0.0042,0.042,,,,,,,,,,
