iter,minutes,agent_steps,sps,episodes,ep_len_s,draw_rate,hits_per_ep,pool_win,pool_loss,entropy,pg_loss,v_loss,kl,clipfrac,rule_win,rule_loss,rule_dodge,random_win,random_loss,random_dodge,lateral,strafer_win,strafer_loss,strafer_dodge,v1_win,v1_loss,v1_dodge
565,35.501,74055680,65055,14,43.64,0.357,4.93,0.333,0.667,2.456,-0.0025,0.0169,0.0039,0.039,,,,,,,,,,,,,
566,35.541,74186752,54877,27,53.97,0.667,3.26,0.333,0.5,2.449,-0.0027,0.0179,0.0048,0.053,,,,,,,,,,,,,
567,35.579,74317824,56741,31,53.03,0.71,3.48,0.333,0.333,2.446,-0.0026,0.0252,0.0047,0.042,,,,,,,,,,,,,
568,35.617,74448896,57968,23,49.41,0.522,4.17,0.6,0.2,2.444,-0.0024,0.0201,0.0042,0.04,,,,,,,,,,,,,
569,35.652,74579968,62906,20,44.04,0.4,5.85,1.0,0.0,2.447,-0.0028,0.0224,0.0049,0.046,,,,,,,,,,,,,
570,35.687,74711040,61761,18,50.69,0.556,4.39,0.333,0.333,2.447,-0.0027,0.0206,0.0056,0.056,,,,,,,,,,,,,
571,35.722,74842112,63532,22,45.86,0.455,4.64,0.4,0.4,2.438,-0.0025,0.024,0.0043,0.04,,,,,,,,,,,,,
572,35.765,74973184,50793,20,44.13,0.5,4.4,0.429,0.286,2.444,-0.0025,0.025,0.0049,0.051,,,,,,,,,,,,,
573,35.804,75104256,55174,32,46.14,0.438,5.25,0.364,0.273,2.447,-0.0023,0.0325,0.0041,0.041,,,,,,,,,,,,,
574,35.841,75235328,59534,26,41.99,0.423,5.08,0.714,0.0,2.457,-0.0023,0.032,0.0041,0.041,,,,,,,,,,,,,
575,35.875,75366400,63909,28,45.12,0.393,5.25,0.429,0.143,2.457,-0.0028,0.0214,0.0046,0.045,,,,,,,,,,,,,
576,35.916,75497472,53467,16,36.79,0.312,5.5,0.5,0.5,2.457,-0.0023,0.0244,0.004,0.045,,,,,,,,,,,,,
577,35.949,75628544,66965,23,50.61,0.565,4.13,0.375,0.125,2.464,-0.0026,0.0225,0.0045,0.051,,,,,,,,,,,,,
578,35.99,75759616,52621,22,47.27,0.455,5.0,1.0,0.0,2.468,-0.0029,0.0273,0.005,0.056,,,,,,,,,,,,,
579,36.024,75890688,65521,13,47.47,0.615,3.08,0.0,0.0,2.459,-0.0023,0.0185,0.0039,0.038,,,,,,,,,,,,,
580,36.058,76021760,62793,21,45.62,0.524,4.76,0.444,0.0,2.464,-0.0027,0.0166,0.0041,0.044,,,,,,,,,,,,,
581,36.093,76152832,62443,20,47.1,0.35,5.45,1.0,0.0,2.464,-0.0025,0.0349,0.0051,0.054,,,,,,,,,,,,,
582,36.13,76283904,59826,21,46.96,0.571,4.43,0.667,0.0,2.481,-0.0024,0.0211,0.004,0.043,,,,,,,,,,,,,
583,36.169,76414976,56325,31,51.29,0.548,4.16,0.333,0.167,2.503,-0.0023,0.0223,0.0042,0.045,,,,,,,,,,,,,
584,36.208,76546048,54863,21,49.85,0.619,4.62,0.4,0.2,2.51,-0.0028,0.0195,0.0041,0.043,,,,,,,,,,,,,
585,36.254,76677120,47948,29,47.06,0.414,5.28,0.5,0.5,2.485,-0.0026,0.0379,0.0046,0.049,,,,,,,,,,,,,
586,36.303,76808192,44447,27,45.34,0.444,5.33,0.571,0.286,2.497,-0.0024,0.0326,0.0042,0.04,,,,,,,,,,,,,
587,36.345,76939264,52862,25,49.89,0.56,4.0,0.143,0.429,2.494,-0.0019,0.0219,0.004,0.035,,,,,,,,,,,,,
588,36.389,77070336,49549,26,44.11,0.385,5.31,0.286,0.571,2.495,-0.0025,0.0277,0.0047,0.051,,,,,,,,,,,,,
589,36.438,77201408,44689,27,47.09,0.407,5.19,0.6,0.2,2.505,-0.0025,0.029,0.0042,0.044,,,,,,,,,,,,,
590,36.478,77332480,53769,28,51.87,0.536,4.57,0.5,0.25,2.493,-0.002,0.0312,0.0039,0.044,,,,,,,,,,,,,
591,36.519,77463552,52907,22,43.75,0.545,3.91,0.0,0.5,2.501,-0.0023,0.0178,0.0042,0.041,,,,,,,,,,,,,
592,36.567,77594624,46409,17,51.13,0.588,4.06,0.0,0.0,2.509,-0.0023,0.0166,0.0046,0.045,,,,,,,,,,,,,
593,36.613,77725696,46995,25,40.76,0.36,4.96,0.25,0.5,2.5,-0.0023,0.0304,0.0049,0.052,,,,,,,,,,,,,
594,36.646,77856768,65321,27,47.43,0.481,4.74,0.25,0.25,2.495,-0.0022,0.0302,0.004,0.043,,,,,,,,,,,,,
595,36.68,77987840,65979,24,49.14,0.667,4.0,0.333,0.0,2.494,-0.0027,0.0198,0.0043,0.035,,,,,,,,,,,,,
596,36.714,78118912,63323,17,46.8,0.647,4.41,0.25,0.25,2.496,-0.003,0.0235,0.0044,0.046,,,,,,,,,,,,,
597,36.747,78249984,65592,19,49.67,0.526,4.11,,,2.489,-0.0028,0.0197,0.0042,0.039,,,,,,,,,,,,,
598,36.78,78381056,66614,23,39.99,0.348,6.09,0.0,0.0,2.498,-0.0026,0.0287,0.0038,0.036,,,,,,,,,,,,,
599,36.814,78512128,63934,27,41.28,0.259,5.74,0.375,0.25,2.49,-0.0026,0.0295,0.0032,0.029,,,,,,,,,,,,,
600,38.029,78643200,65891,23,44.7,0.435,4.91,0.5,0.125,2.488,-0.0026,0.0255,0.0042,0.045,0.76,0.175,0.775,,,,0.736,0.95,0.005,0.768,0.585,0.165,0.959
601,38.064,78774272,62265,21,52.79,0.571,3.86,0.4,0.4,2.499,-0.0025,0.0252,0.0042,0.041,,,,,,,,,,,,,
602,38.097,78905344,68207,22,44.99,0.545,5.27,0.444,0.0,2.492,-0.0027,0.0287,0.0043,0.041,,,,,,,,,,,,,
603,38.13,79036416,65300,29,47.27,0.552,4.07,0.4,0.2,2.503,-0.0024,0.0237,0.0035,0.039,,,,,,,,,,,,,
604,38.163,79167488,66287,17,50.41,0.529,4.24,0.5,0.25,2.466,-0.0027,0.0198,0.0047,0.044,,,,,,,,,,,,,
605,38.197,79298560,64784,25,45.18,0.44,5.12,0.333,0.167,2.47,-0.0026,0.0171,0.0034,0.029,,,,,,,,,,,,,
606,38.229,79429632,68365,24,45.21,0.417,5.04,0.5,0.25,2.471,-0.0024,0.0272,0.004,0.035,,,,,,,,,,,,,
607,38.263,79560704,64085,21,44.01,0.429,5.57,0.714,0.143,2.468,-0.0026,0.0191,0.0039,0.039,,,,,,,,,,,,,
608,38.298,79691776,62137,26,47.55,0.462,5.0,0.5,0.125,2.472,-0.0022,0.0232,0.0037,0.039,,,,,,,,,,,,,
609,38.341,79822848,51098,17,43.29,0.412,5.12,0.5,0.0,2.468,-0.0023,0.0242,0.0032,0.033,,,,,,,,,,,,,
610,38.373,79953920,67900,25,48.35,0.4,4.96,0.333,0.0,2.48,-0.0027,0.0338,0.0048,0.049,,,,,,,,,,,,,
611,38.405,80084992,67676,34,50.52,0.559,3.79,0.167,0.333,2.479,-0.0021,0.0312,0.0032,0.036,,,,,,,,,,,,,
612,38.439,80216064,65243,34,47.36,0.265,6.29,0.333,0.333,2.482,-0.0024,0.0449,0.0043,0.042,,,,,,,,,,,,,
613,38.472,80347136,64896,24,49.06,0.583,3.88,0.25,0.5,2.505,-0.0025,0.0196,0.0041,0.044,,,,,,,,,,,,,
614,38.505,80478208,67363,18,49.16,0.556,4.72,0.0,0.5,2.481,-0.0025,0.0185,0.0036,0.032,,,,,,,,,,,,,
615,38.539,80609280,63470,20,49.6,0.6,4.3,0.0,0.25,2.468,-0.0023,0.0174,0.0033,0.033,,,,,,,,,,,,,
616,38.578,80740352,55966,22,44.32,0.364,6.32,0.4,0.4,2.455,-0.0018,0.0289,0.0044,0.045,,,,,,,,,,,,,
617,38.61,80871424,68128,21,49.13,0.571,4.38,0.333,0.0,2.448,-0.0022,0.0218,0.0033,0.028,,,,,,,,,,,,,
618,38.644,81002496,65116,30,45.49,0.433,5.13,0.833,0.0,2.483,-0.0023,0.0316,0.0043,0.044,,,,,,,,,,,,,
619,38.678,81133568,64743,22,41.36,0.364,6.09,0.375,0.25,2.502,-0.0021,0.0229,0.0036,0.034,,,,,,,,,,,,,
620,38.711,81264640,66315,21,46.87,0.333,5.81,0.667,0.0,2.473,-0.0025,0.03,0.0044,0.039,,,,,,,,,,,,,
621,38.754,81395712,50685,18,47.06,0.5,4.67,0.5,0.5,2.477,-0.0027,0.021,0.0052,0.051,,,,,,,,,,,,,
622,38.791,81526784,58667,28,46.65,0.357,5.5,0.857,0.143,2.482,-0.0025,0.0308,0.0047,0.041,,,,,,,,,,,,,
623,38.832,81657856,53744,27,40.41,0.222,6.44,0.5,0.5,2.521,-0.0027,0.0358,0.0046,0.044,,,,,,,,,,,,,
624,38.876,81788928,49461,22,45.58,0.364,5.73,0.0,0.333,2.517,-0.0023,0.0337,0.0052,0.051,,,,,,,,,,,,,
625,38.908,81920000,67644,18,42.11,0.444,4.78,0.6,0.4,2.513,-0.0022,0.0197,0.0036,0.037,,,,,,,,,,,,,
626,38.94,82051072,68875,28,49.9,0.429,5.54,0.667,0.0,2.503,-0.0023,0.0358,0.0037,0.032,,,,,,,,,,,,,
627,38.971,82182144,70143,20,45.51,0.45,4.9,0.2,0.2,2.529,-0.0023,0.0281,0.0037,0.033,,,,,,,,,,,,,
628,39.005,82313216,64486,27,43.6,0.333,5.81,0.2,0.4,2.528,-0.0025,0.0318,0.0044,0.043,,,,,,,,,,,,,
629,39.05,82444288,48181,20,44.74,0.35,5.7,0.2,0.4,2.527,-0.0028,0.0245,0.0048,0.047,,,,,,,,,,,,,
630,39.088,82575360,57741,24,45.62,0.292,6.0,0.5,0.167,2.548,-0.0028,0.0334,0.0034,0.034,,,,,,,,,,,,,
631,39.127,82706432,56160,35,48.69,0.514,5.49,0.667,0.0,2.563,-0.0023,0.0335,0.0048,0.048,,,,,,,,,,,,,
632,39.16,82837504,66343,24,45.6,0.417,5.08,0.5,0.25,2.57,-0.0023,0.0205,0.0037,0.036,,,,,,,,,,,,,
633,39.195,82968576,61751,16,44.35,0.5,5.12,0.333,0.0,2.56,-0.0025,0.0234,0.0044,0.042,,,,,,,,,,,,,
634,39.228,83099648,67611,25,44.38,0.44,5.52,0.333,0.0,2.546,-0.0024,0.0347,0.0045,0.038,,,,,,,,,,,,,
635,39.262,83230720,62579,26,41.66,0.346,5.65,0.0,0.333,2.537,-0.0027,0.0344,0.0042,0.038,,,,,,,,,,,,,
636,39.297,83361792,63841,26,45.4,0.538,3.92,0.429,0.0,2.528,-0.0023,0.0345,0.0036,0.037,,,,,,,,,,,,,
637,39.328,83492864,69271,21,44.52,0.286,6.24,0.667,0.0,2.523,-0.0025,0.0458,0.0044,0.047,,,,,,,,,,,,,
638,39.362,83623936,63973,32,41.04,0.25,6.56,0.6,0.2,2.543,-0.0025,0.0521,0.0041,0.047,,,,,,,,,,,,,
639,39.401,83755008,56762,34,50.25,0.559,4.82,0.286,0.286,2.547,-0.0026,0.0386,0.0044,0.045,,,,,,,,,,,,,
640,39.435,83886080,64200,25,44.05,0.4,5.48,0.4,0.2,2.545,-0.0026,0.0345,0.0046,0.04,,,,,,,,,,,,,
641,39.472,84017152,59098,18,43.23,0.444,5.67,0.5,0.0,2.552,-0.0025,0.0281,0.0037,0.036,,,,,,,,,,,,,
642,39.506,84148224,63862,23,47.33,0.391,6.04,0.0,0.6,2.563,-0.0019,0.0321,0.0042,0.041,,,,,,,,,,,,,
643,39.545,84279296,56058,25,40.79,0.28,6.84,0.0,0.5,2.568,-0.0027,0.0398,0.0041,0.045,,,,,,,,,,,,,
644,39.577,84410368,67897,28,42.85,0.357,6.0,0.75,0.125,2.594,-0.0023,0.0253,0.0047,0.044,,,,,,,,,,,,,
645,39.618,84541440,53627,19,44.1,0.316,6.42,0.6,0.0,2.557,-0.0025,0.0321,0.0038,0.04,,,,,,,,,,,,,
646,39.658,84672512,54744,25,50.38,0.52,4.68,0.2,0.4,2.541,-0.0025,0.0419,0.0048,0.05,,,,,,,,,,,,,
647,39.71,84803584,42300,21,43.19,0.381,5.71,0.0,0.6,2.534,-0.0022,0.0207,0.0041,0.043,,,,,,,,,,,,,
648,39.757,84934656,45789,16,43.6,0.5,5.56,0.667,0.0,2.533,-0.0026,0.021,0.0039,0.037,,,,,,,,,,,,,
649,39.793,85065728,60611,22,46.73,0.545,5.18,0.0,0.333,2.535,-0.0024,0.027,0.0043,0.041,,,,,,,,,,,,,
650,41.046,85196800,63156,33,45.83,0.515,5.09,0.5,0.0,2.559,-0.0022,0.0389,0.0039,0.042,0.83,0.075,0.852,,,,0.725,0.94,0.005,0.741,0.64,0.195,0.947
651,41.085,85327872,56153,24,39.57,0.333,5.38,0.0,1.0,2.544,-0.0025,0.0357,0.0048,0.046,,,,,,,,,,,,,
652,41.123,85458944,57754,27,45.26,0.481,4.33,0.25,0.25,2.547,-0.0025,0.0271,0.0042,0.041,,,,,,,,,,,,,
653,41.16,85590016,58697,22,39.32,0.318,6.32,0.5,0.0,2.52,-0.0026,0.0246,0.0035,0.035,,,,,,,,,,,,,
654,41.197,85721088,58764,26,45.18,0.462,4.54,0.0,0.0,2.524,-0.0026,0.0293,0.0041,0.04,,,,,,,,,,,,,
655,41.231,85852160,63903,24,47.36,0.375,5.92,0.333,0.333,2.52,-0.002,0.0306,0.0037,0.038,,,,,,,,,,,,,
656,41.268,85983232,58815,21,45.85,0.333,5.38,0.2,0.4,2.52,-0.002,0.0427,0.0028,0.026,,,,,,,,,,,,,
657,41.307,86114304,56904,35,42.49,0.257,6.91,0.778,0.111,2.542,-0.0026,0.0552,0.0035,0.036,,,,,,,,,,,,,
658,41.344,86245376,58388,30,44.7,0.367,5.9,0.222,0.333,2.561,-0.0024,0.0366,0.003,0.029,,,,,,,,,,,,,
659,41.382,86376448,57746,28,47.49,0.607,4.14,0.2,0.0,2.548,-0.0027,0.0247,0.0049,0.045,,,,,,,,,,,,,
660,41.416,86507520,63909,23,45.96,0.435,5.61,1.0,0.0,2.554,-0.0024,0.0302,0.0038,0.04,,,,,,,,,,,,,
661,41.45,86638592,64449,15,42.34,0.333,5.93,0.333,0.0,2.527,-0.0021,0.0314,0.0037,0.032,,,,,,,,,,,,,
662,41.484,86769664,64190,22,41.97,0.409,5.09,0.2,0.6,2.522,-0.0026,0.0218,0.003,0.027,,,,,,,,,,,,,
663,41.52,86900736,60977,28,46.82,0.357,5.89,0.8,0.0,2.52,-0.002,0.0332,0.0035,0.032,,,,,,,,,,,,,
664,41.558,87031808,56783,26,42.95,0.385,5.96,0.2,0.0,2.494,-0.0026,0.0392,0.0037,0.035,,,,,,,,,,,,,
665,41.593,87162880,63842,30,39.67,0.167,6.8,0.667,0.167,2.522,-0.0027,0.03,0.0041,0.04,,,,,,,,,,,,,
666,41.626,87293952,65439,29,50.51,0.69,4.03,0.0,0.0,2.519,-0.0025,0.028,0.0039,0.04,,,,,,,,,,,,,
667,41.66,87425024,64613,20,52.31,0.45,4.95,0.2,0.2,2.519,-0.0025,0.0185,0.0038,0.037,,,,,,,,,,,,,
668,41.693,87556096,66119,22,48.22,0.409,5.09,0.0,0.2,2.51,-0.0021,0.0318,0.0038,0.031,,,,,,,,,,,,,
669,41.726,87687168,66628,17,43.11,0.353,6.0,0.5,0.0,2.485,-0.0022,0.0294,0.0035,0.03,,,,,,,,,,,,,
670,41.76,87818240,63798,23,45.89,0.348,5.35,0.2,0.4,2.482,-0.0027,0.0266,0.0041,0.042,,,,,,,,,,,,,
671,41.795,87949312,62584,17,48.14,0.353,6.06,0.667,0.333,2.47,-0.0024,0.034,0.0039,0.037,,,,,,,,,,,,,
672,41.833,88080384,57424,26,40.64,0.385,5.5,0.25,0.0,2.489,-0.0025,0.0361,0.0041,0.041,,,,,,,,,,,,,
673,41.871,88211456,57484,21,45.77,0.333,6.67,0.429,0.286,2.497,-0.0026,0.0343,0.004,0.036,,,,,,,,,,,,,
674,41.905,88342528,63725,25,40.56,0.24,6.76,0.5,0.0,2.502,-0.0026,0.0378,0.0039,0.037,,,,,,,,,,,,,
675,41.94,88473600,63656,22,45.97,0.364,5.59,0.25,0.0,2.504,-0.002,0.0261,0.0034,0.029,,,,,,,,,,,,,
676,41.974,88604672,63385,21,43.18,0.429,5.14,0.8,0.0,2.504,-0.0018,0.0299,0.0032,0.025,,,,,,,,,,,,,
677,42.008,88735744,64991,20,39.67,0.3,6.0,0.667,0.333,2.485,-0.0025,0.0361,0.004,0.037,,,,,,,,,,,,,
678,42.042,88866816,62966,29,45.82,0.345,6.07,0.2,0.2,2.507,-0.0024,0.0387,0.0041,0.036,,,,,,,,,,,,,
679,42.082,88997888,55735,22,49.56,0.545,4.09,0.667,0.0,2.504,-0.0028,0.0234,0.0045,0.049,,,,,,,,,,,,,
680,42.123,89128960,52878,22,52.11,0.636,4.59,0.0,0.25,2.514,-0.0024,0.0339,0.0036,0.034,,,,,,,,,,,,,
681,42.162,89260032,56342,23,45.21,0.391,5.91,0.167,0.5,2.521,-0.002,0.0253,0.004,0.042,,,,,,,,,,,,,
682,42.196,89391104,63772,21,41.98,0.238,6.24,0.5,0.0,2.523,-0.0022,0.0324,0.004,0.038,,,,,,,,,,,,,
683,42.23,89522176,64035,24,48.51,0.5,4.83,0.333,0.667,2.535,-0.0019,0.0197,0.0039,0.03,,,,,,,,,,,,,
684,42.265,89653248,62468,22,50.08,0.364,5.95,0.8,0.0,2.521,-0.0019,0.0215,0.0032,0.025,,,,,,,,,,,,,
685,42.298,89784320,65494,25,50.33,0.56,4.8,0.143,0.143,2.511,-0.0026,0.0231,0.0041,0.04,,,,,,,,,,,,,
686,42.333,89915392,63646,28,52.13,0.643,3.39,0.111,0.222,2.493,-0.0023,0.0214,0.0041,0.037,,,,,,,,,,,,,
687,42.375,90046464,51886,25,49.71,0.48,4.56,0.4,0.0,2.473,-0.0023,0.0303,0.0037,0.037,,,,,,,,,,,,,
688,42.413,90177536,56988,27,48.5,0.593,4.85,0.333,0.333,2.471,-0.0021,0.0308,0.0033,0.03,,,,,,,,,,,,,
689,42.448,90308608,62562,18,40.78,0.278,5.78,0.0,0.333,2.476,-0.0024,0.0212,0.0041,0.037,,,,,,,,,,,,,
690,42.483,90439680,63593,22,48.9,0.5,4.36,0.25,0.0,2.465,-0.0021,0.0177,0.0031,0.022,,,,,,,,,,,,,
691,42.518,90570752,62475,19,43.56,0.421,5.21,0.6,0.0,2.464,-0.0023,0.019,0.0039,0.038,,,,,,,,,,,,,
692,42.552,90701824,63767,22,47.11,0.5,4.68,0.25,0.5,2.441,-0.0022,0.0277,0.0038,0.034,,,,,,,,,,,,,
693,42.587,90832896,62447,24,46.9,0.625,2.83,0.333,0.0,2.442,-0.0023,0.0172,0.0039,0.033,,,,,,,,,,,,,
694,42.622,90963968,61895,27,52.62,0.519,4.67,0.4,0.4,2.443,-0.0022,0.0387,0.0038,0.033,,,,,,,,,,,,,
695,42.66,91095040,57760,16,44.38,0.5,4.44,0.0,0.0,2.456,-0.0022,0.017,0.0037,0.033,,,,,,,,,,,,,
696,42.703,91226112,50371,19,46.53,0.421,5.84,0.5,0.0,2.459,-0.0023,0.0271,0.004,0.037,,,,,,,,,,,,,
697,42.739,91357184,61345,21,45.79,0.429,5.52,0.667,0.0,2.433,-0.002,0.0246,0.0034,0.035,,,,,,,,,,,,,
698,42.775,91488256,60610,31,45.55,0.419,5.0,0.364,0.273,2.413,-0.0023,0.0218,0.0038,0.029,,,,,,,,,,,,,
699,42.81,91619328,63124,23,49.12,0.478,6.22,0.25,0.25,2.41,-0.0023,0.0375,0.0037,0.032,,,,,,,,,,,,,
700,44.094,91750400,62038,32,47.85,0.406,6.19,0.556,0.333,2.42,-0.0024,0.0259,0.0031,0.034,0.895,0.035,0.816,,,,0.684,0.94,0.04,0.775,0.715,0.115,0.947
701,44.129,91881472,63226,24,46.9,0.417,6.0,0.25,0.0,2.412,-0.0023,0.0305,0.0036,0.035,,,,,,,,,,,,,
702,44.163,92012544,63772,19,50.84,0.632,3.68,0.5,0.0,2.418,-0.0021,0.0172,0.0036,0.031,,,,,,,,,,,,,
703,44.198,92143616,62867,20,48.2,0.5,4.95,0.714,0.0,2.433,-0.0021,0.0234,0.0032,0.029,,,,,,,,,,,,,
704,44.232,92274688,64409,19,40.11,0.526,5.11,0.0,0.333,2.441,-0.0024,0.0204,0.0035,0.028,,,,,,,,,,,,,
705,44.267,92405760,62342,22,47.96,0.5,4.86,0.714,0.143,2.413,-0.0023,0.0175,0.0037,0.032,,,,,,,,,,,,,
706,44.304,92536832,58931,23,51.02,0.696,3.3,0.2,0.2,2.406,-0.0021,0.0208,0.0035,0.028,,,,,,,,,,,,,
707,44.339,92667904,62990,16,49.56,0.562,3.5,0.75,0.25,2.396,-0.0023,0.0186,0.003,0.031,,,,,,,,,,,,,
708,44.372,92798976,65827,27,43.44,0.481,4.93,0.5,0.5,2.407,-0.0018,0.0256,0.003,0.024,,,,,,,,,,,,,
709,44.405,92930048,64998,24,50.21,0.583,4.62,0.429,0.286,2.418,-0.0024,0.0217,0.0043,0.039,,,,,,,,,,,,,
710,44.439,93061120,65259,15,46.07,0.467,5.8,1.0,0.0,2.398,-0.0017,0.0196,0.0034,0.034,,,,,,,,,,,,,
711,44.474,93192192,62541,29,52.89,0.552,4.72,0.714,0.286,2.384,-0.0025,0.0285,0.0044,0.044,,,,,,,,,,,,,
712,44.509,93323264,62421,24,45.94,0.375,5.88,0.286,0.571,2.375,-0.002,0.0256,0.0032,0.027,,,,,,,,,,,,,
713,44.545,93454336,60663,26,44.52,0.423,5.35,0.333,0.167,2.388,-0.0021,0.0184,0.0036,0.034,,,,,,,,,,,,,
714,44.583,93585408,57823,22,50.06,0.545,4.64,0.25,0.0,2.404,-0.0024,0.0304,0.0033,0.033,,,,,,,,,,,,,
715,44.617,93716480,64100,22,53.13,0.591,4.64,0.0,0.0,2.392,-0.0024,0.032,0.0035,0.033,,,,,,,,,,,,,
716,44.65,93847552,65165,31,50.94,0.613,4.48,0.0,0.5,2.396,-0.0021,0.0365,0.0034,0.027,,,,,,,,,,,,,
717,44.684,93978624,64658,22,52.25,0.545,4.45,0.25,0.0,2.417,-0.0025,0.0167,0.0036,0.033,,,,,,,,,,,,,
718,44.718,94109696,63953,22,43.36,0.409,4.95,0.571,0.286,2.408,-0.0023,0.0277,0.004,0.034,,,,,,,,,,,,,
719,44.752,94240768,65110,30,48.01,0.467,5.6,0.3,0.4,2.403,-0.0021,0.0354,0.0039,0.033,,,,,,,,,,,,,
720,44.787,94371840,62987,23,39.95,0.435,4.74,0.4,0.2,2.411,-0.0022,0.0228,0.0031,0.033,,,,,,,,,,,,,
721,44.823,94502912,59376,16,50.31,0.688,4.12,0.667,0.0,2.391,-0.0019,0.0267,0.0032,0.03,,,,,,,,,,,,,
722,44.861,94633984,57480,18,42.31,0.278,5.61,0.167,0.5,2.376,-0.0026,0.0266,0.0042,0.041,,,,,,,,,,,,,
723,44.898,94765056,58948,26,45.49,0.423,5.88,0.333,0.333,2.39,-0.0024,0.0311,0.0031,0.032,,,,,,,,,,,,,
724,44.931,94896128,66228,25,40.92,0.28,6.64,0.25,0.5,2.406,-0.0026,0.0272,0.003,0.028,,,,,,,,,,,,,
725,44.965,95027200,64223,21,47.48,0.381,6.05,0.714,0.143,2.406,-0.0023,0.0258,0.0039,0.032,,,,,,,,,,,,,
726,45.0,95158272,62549,31,53.06,0.645,3.87,0.545,0.0,2.41,-0.002,0.0239,0.0026,0.025,,,,,,,,,,,,,
727,45.034,95289344,65721,22,46.24,0.455,5.82,0.4,0.2,2.41,-0.0025,0.0203,0.0032,0.029,,,,,,,,,,,,,
728,45.067,95420416,64810,26,46.87,0.538,4.38,0.5,0.5,2.404,-0.0026,0.0282,0.0029,0.031,,,,,,,,,,,,,
729,45.105,95551488,57665,27,50.02,0.556,4.56,0.2,0.0,2.401,-0.0025,0.0285,0.0033,0.036,,,,,,,,,,,,,
730,45.144,95682560,55808,23,47.87,0.435,5.91,0.0,0.667,2.412,-0.0023,0.0366,0.0033,0.031,,,,,,,,,,,,,
731,45.183,95813632,57243,17,48.53,0.471,5.47,0.333,0.0,2.409,-0.0021,0.0183,0.0034,0.026,,,,,,,,,,,,,
732,45.216,95944704,65931,33,43.35,0.333,6.42,0.2,0.0,2.415,-0.002,0.0453,0.0036,0.031,,,,,,,,,,,,,
733,45.25,96075776,64158,21,47.13,0.238,6.86,0.0,0.0,2.411,-0.0024,0.0262,0.004,0.036,,,,,,,,,,,,,
734,45.283,96206848,65157,22,38.4,0.273,6.77,0.6,0.2,2.412,-0.0019,0.0399,0.0036,0.036,,,,,,,,,,,,,
735,45.317,96337920,64806,22,40.68,0.364,5.86,0.0,0.0,2.414,-0.0023,0.0276,0.0038,0.032,,,,,,,,,,,,,
736,45.351,96468992,63875,22,46.11,0.455,5.86,0.333,0.0,2.418,-0.0021,0.0412,0.0029,0.027,,,,,,,,,,,,,
737,45.389,96600064,57995,28,43.92,0.393,5.79,0.429,0.286,2.415,-0.0022,0.0414,0.0032,0.024,,,,,,,,,,,,,
738,45.43,96731136,52641,29,45.7,0.414,5.28,0.333,0.167,2.408,-0.0021,0.0277,0.0034,0.033,,,,,,,,,,,,,
739,45.469,96862208,56191,28,46.35,0.393,6.07,0.667,0.167,2.419,-0.0022,0.0299,0.0034,0.032,,,,,,,,,,,,,
740,45.504,96993280,63763,25,42.5,0.4,5.68,0.429,0.143,2.421,-0.0019,0.0252,0.0031,0.026,,,,,,,,,,,,,
741,45.538,97124352,63300,22,43.68,0.5,5.73,0.333,0.0,2.423,-0.0022,0.0321,0.0033,0.026,,,,,,,,,,,,,
742,45.573,97255424,62965,22,41.26,0.409,5.5,0.4,0.4,2.43,-0.0022,0.0315,0.0038,0.037,,,,,,,,,,,,,
743,45.606,97386496,65724,22,41.99,0.364,6.45,0.5,0.5,2.422,-0.0025,0.0288,0.0036,0.032,,,,,,,,,,,,,
744,45.641,97517568,62932,31,48.27,0.516,4.94,0.6,0.0,2.432,-0.0021,0.0341,0.0032,0.029,,,,,,,,,,,,,
745,45.678,97648640,58238,24,42.71,0.458,5.83,0.143,0.429,2.427,-0.002,0.0256,0.0026,0.024,,,,,,,,,,,,,
746,45.716,97779712,57773,29,44.12,0.414,4.93,0.375,0.375,2.424,-0.0018,0.0435,0.0032,0.027,,,,,,,,,,,,,
747,45.754,97910784,57150,37,47.86,0.568,4.35,0.267,0.133,2.432,-0.002,0.0334,0.0028,0.027,,,,,,,,,,,,,
748,45.789,98041856,63850,32,37.41,0.188,6.97,0.0,0.0,2.434,-0.0021,0.0561,0.003,0.025,,,,,,,,,,,,,
749,45.823,98172928,63425,30,38.2,0.2,6.77,0.25,0.25,2.45,-0.0023,0.049,0.003,0.029,,,,,,,,,,,,,
750,47.08,98304000,63266,11,42.14,0.273,6.27,0.333,0.333,2.443,-0.0029,0.0237,0.0044,0.049,0.885,0.05,0.836,,,,0.735,0.95,0.025,0.77,0.71,0.13,0.949
751,47.114,98435072,64260,25,38.98,0.4,5.56,0.333,0.333,2.414,-0.002,0.0318,0.003,0.024,,,,,,,,,,,,,
752,47.149,98566144,62508,27,48.07,0.481,5.74,0.5,0.0,2.404,-0.002,0.0331,0.0028,0.021,,,,,,,,,,,,,
753,47.183,98697216,62764,23,42.08,0.261,6.61,0.6,0.2,2.412,-0.0019,0.032,0.0036,0.029,,,,,,,,,,,,,
754,47.221,98828288,58761,23,46.95,0.522,5.17,0.286,0.286,2.429,-0.0021,0.0246,0.0026,0.02,,,,,,,,,,,,,
755,47.256,98959360,62410,24,40.06,0.25,6.29,0.4,0.4,2.419,-0.0021,0.0411,0.0028,0.023,,,,,,,,,,,,,
